first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_class
Dmitri,,Male,72,1991-02-06,Associate Professor,Financial Services,High Net Worth,False,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.59,32,30.0
Maddalena,Hencke,Female,61,1952-12-09,Help Desk Operator,Financial Services,High Net Worth,False,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.59,70,70.0
Rand,Winchcum,Male,34,2000-04-10,Software Consultant,Financial Services,Affluent Customer,False,No,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.59,22,20.0
Rowen,Sollas,Male,38,1960-04-23,Dental Hygienist,Health,Mass Customer,False,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.59,62,60.0
Boothe,Hayselden,Male,42,1940-05-18,Computer Systems Analyst III,Health,Mass Customer,False,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.59,82,80.0
Noak,Sleany,Male,1,1965-05-04,Budget/Accounting Analyst I,Financial Services,Affluent Customer,False,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.59,57,60.0
Callean,Wass,Male,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,False,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.58,34,30.0
Keelby,Sudlow,Male,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,False,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.58,34,30.0
Rodrique,Vernon,Male,70,1978-08-06,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,False,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.58,44,40.0
Brod,Attrey,Male,46,1966-11-05,Budget/Accounting Analyst III,Financial Services,Mass Customer,False,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.58,56,60.0
Manny,Mandy,Male,36,1977-01-28,Account Representative III,Argiculture,Mass Customer,False,No,16,6 Union Center,4280,QLD,Australia,7,820,0.58,46,50.0
Becky,Lassen,Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,False,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.58,49,50.0
Tessa,Heakey,Female,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,False,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.58,51,50.0
Herbert,Henryson,Male,21,1995-10-10,Marketing Manager,Financial Services,Mass Customer,False,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.58,27,30.0
Cristie,Bence,Female,49,2000-04-17,Automation Specialist II,Financial Services,High Net Worth,False,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58,22,20.0
Renate,Whyte,Female,60,1963-12-08,Registered Nurse,Health,High Net Worth,False,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58,59,60.0
Toma,Woolforde,Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,False,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.58,30,30.0
Dorie,Dunleavy,Female,24,1962-05-05,Registered Nurse,Health,Affluent Customer,False,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.58,60,60.0
Ellie,Toope,Female,29,1973-08-11,Staff Accountant III,Property,High Net Worth,False,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.58,49,50.0
Leonora,Swetenham,Female,66,1967-10-05,Associate Professor,IT,Mass Customer,False,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.58,55,60.0
Teodor,Mullinder,Male,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,False,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.58,60,60.0
Jared,Fendlow,Male,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,False,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.58,59,60.0
Porty,Hansed,Unidentified,88,1941-07-21,General Manager,IT,Mass Customer,False,No,13,768 Southridge Drive,2112,NSW,Australia,11,832,0.58,81,80.0
Andy,Deeming,Male,79,1979-01-09,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,False,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.58,44,40.0
Monty,Thomazin,Male,7,1951-09-16,Quality Engineer,Financial Services,Mass Customer,False,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57,71,70.0
Briano,Janowski,Male,66,1994-07-17,Analyst Programmer,Financial Services,Mass Customer,False,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57,28,30.0
Ginger,,Male,94,1939-02-19,Human Resources Manager,Financial Services,Mass Customer,False,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57,84,80.0
Logan,Colomb,Male,74,1948-01-01,Recruiter,Financial Services,Mass Customer,False,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57,75,80.0
Nichols,Devinn,Male,47,1979-09-29,Recruiter,Financial Services,Affluent Customer,False,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57,43,40.0
Catha,Davitt,Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,False,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.57,64,60.0
Melosa,McOwan,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,False,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.57,21,20.0
Maris,Leete,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,False,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.56,49,50.0
Wilburt,Padden,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,False,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.56,28,30.0
Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,Financial Services,Mass Customer,False,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.56,27,30.0
Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,False,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.56,40,40.0
Meridith,Urwin,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,False,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.56,25,20.0
Leeland,,Male,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,False,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.56,66,70.0
Gerta,Porrett,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,False,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.56,63,60.0
Karrah,Howell,Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,False,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.56,66,70.0
Alick,Baise,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,False,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.56,24,20.0
Casandra,Betteridge,Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,False,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.56,80,80.0
Maurine,Clee,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,False,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.56,42,40.0
Darwin,Bumpas,Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,False,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56,44,40.0
Hayes,Daveren,Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,False,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56,69,70.0
Piper,Issacov,Female,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,False,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56,83,80.0
Markus,Pendrey,Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,False,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.56,63,60.0
Sile,Zappel,Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,False,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.56,64,60.0
Craggy,Happel,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,False,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.56,44,40.0
Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,False,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.55,42,40.0
Reinald,Bembrigg,Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,False,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.55,69,70.0
Kissie,Line,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,False,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.55,22,20.0
Quentin,Gerleit,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,False,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55,32,30.0
Karoly,Burgoine,Male,57,1947-04-06,Account Representative IV,Health,High Net Worth,False,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55,75,80.0
Clarine,Piecha,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,False,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55,58,60.0
Mycah,Beaston,Male,11,1961-07-31,Environmental Specialist,Financial Services,High Net Worth,False,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55,61,60.0
Clemmie,Bartoszewicz,Female,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,False,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55,64,60.0
Randall,Mason,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,False,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.54,48,50.0
Donica,Humby,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,False,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.54,55,60.0
Lotty,Loach,Female,76,1961-08-23,Nurse,Health,High Net Worth,False,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.54,61,60.0
Marie-jeanne,Breawood,Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,False,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.54,69,70.0
Babara,Sissel,Female,50,1974-06-08,Associate Professor,IT,Mass Customer,False,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.54,48,50.0
Rodolphe,Glenton,Male,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,False,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.54,48,50.0
Thorvald,Duckerin,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,False,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.54,27,30.0
Paulina,Iannuzzelli,Female,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,False,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54,67,70.0
Ricki,Padefield,Male,43,1948-08-03,Automation Specialist III,Manufacturing,Affluent Customer,False,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54,74,70.0
Lizette,McKeaveney,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,False,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.54,28,30.0
Muffin,Bhar,Male,44,1966-04-07,Associate Professor,Financial Services,Affluent Customer,False,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.54,56,60.0
Jeno,Strafford,Male,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,False,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.54,81,80.0
Brigg,Himsworth,Male,63,1973-10-10,Associate Professor,Telecommunications,Mass Customer,False,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.54,49,50.0
Judi,Cazereau,Female,22,1997-03-03,GIS Technical Architect,Financial Services,Affluent Customer,False,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53,26,30.0
Shara,Bramhill,Unidentified,24,1941-07-21,Associate Professor,IT,Affluent Customer,False,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,883,0.53,81,80.0
Raleigh,Pont,Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,False,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53,58,60.0
Zachariah,Meininking,Male,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,False,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53,84,80.0
Lesley,Garey,Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,False,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53,28,30.0
Adriena,Giffin,Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,False,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.53,65,60.0
Antoinette,,Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,False,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.53,42,40.0
Carr,Hopkynson,Male,64,1971-10-18,Associate Professor,Manufacturing,Affluent Customer,False,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.53,51,50.0
Shay,Briand,Male,57,1956-10-05,Project Manager,IT,Mass Customer,False,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.53,66,70.0
Karney,Burstow,Male,51,1972-07-02,Design Engineer,Property,Mass Customer,False,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.53,50,50.0
Latrena,Yetts,Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,False,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.52,23,20.0
Jesse,Alflat,Male,31,1984-09-01,Executive Secretary,Financial Services,High Net Worth,False,No,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.52,38,40.0
Kelcie,Kingaby,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,False,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.52,22,20.0
Fabio,Commuzzo,Male,5,1961-10-02,Software Test Engineer II,Manufacturing,Mass Customer,False,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52,61,60.0
Heall,Andrioli,Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,False,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52,81,80.0
Rickert,Brasted,Male,47,1959-09-18,Staff Scientist,Health,Mass Customer,False,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.51,63,60.0
Hedwig,Jayme,Female,38,1952-08-21,Accountant IV,Property,Affluent Customer,False,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51,70,70.0
Penrod,Tomasicchio,Male,5,1968-05-28,Associate Professor,Health,High Net Worth,False,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51,54,50.0
Pancho,Edis,Male,1,1970-12-30,Assistant Professor,Financial Services,Mass Customer,False,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51,52,50.0
Andriana,Gosnoll,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,False,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51,58,60.0
Nilson,Wiggam,Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,False,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5,27,30.0
Denny,Spleving,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,False,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5,49,50.0
Roth,Crum,Unidentified,0,1941-07-21,Legal Assistant,IT,Mass Customer,False,No,2,276 Anthes Court,2450,NSW,Australia,6,904,0.5,81,80.0
Olia,O' Mullan,Female,77,1973-03-24,Account Executive,Health,Mass Customer,False,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5,49,50.0
Conway,Juarez,Male,27,1967-03-02,Help Desk Technician,Financial Services,Affluent Customer,False,No,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5,56,60.0
Dru,Crellim,Female,57,1963-03-04,Associate Professor,Financial Services,Mass Customer,False,No,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5,60,60.0
Shaw,MacEvilly,Male,10,2000-05-06,Software Test Engineer III,Health,Affluent Customer,False,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5,22,20.0
Brook,Eade,Female,65,1957-11-17,Sales Representative,Retail,Mass Customer,False,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5,65,60.0
Aleece,Feige,Female,49,1975-09-16,Associate Professor,Manufacturing,Mass Customer,False,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5,47,50.0
Dolorita,Strutton,Female,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,False,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5,31,30.0
Harman,A'field,Male,39,1960-12-27,Geologist III,Manufacturing,Affluent Customer,False,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.5,62,60.0
Hildegarde,Bamb,Female,16,1961-02-10,Help Desk Operator,Financial Services,High Net Worth,False,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.5,62,60.0
Launce,Gale,Male,86,1939-01-15,Associate Professor,Financial Services,Mass Customer,False,No,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.5,84,80.0
Ilise,Clissold,Female,58,1987-11-16,Developer IV,Entertainment,High Net Worth,False,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.5,35,40.0
Julita,Prene,Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,False,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.5,43,40.0
Ashlen,Willbond,Female,64,1984-05-15,Software Consultant,Health,High Net Worth,False,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.5,38,40.0
Keely,Bointon,Female,71,1988-10-16,Nurse,Telecommunications,High Net Worth,False,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.5,34,30.0
Poul,Gaskin,Male,78,1950-06-15,Help Desk Operator,Telecommunications,High Net Worth,False,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.49,72,70.0
Sheilakathryn,Huff,Female,45,1958-05-15,Assistant Manager,Financial Services,High Net Worth,False,Yes,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49,64,60.0
Rubia,Evetts,Female,59,1990-12-21,Pharmacist,Health,Mass Customer,False,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49,32,30.0
Francklin,Cross,Male,51,1981-04-06,Teacher,Property,Mass Customer,False,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49,41,40.0
Wilone,Champley,Female,22,1983-11-06,Associate Professor,Manufacturing,High Net Worth,False,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.49,39,40.0
Lezlie,Clemits,Female,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,False,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.49,49,50.0
Kathe,Oller,Female,47,1959-08-20,General Manager,Manufacturing,Mass Customer,False,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.48,63,60.0
Dulce,Bradwell,Female,61,1957-07-03,Research Associate,Manufacturing,Mass Customer,False,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.48,65,60.0
Felice,Dechelette,Male,75,1998-02-05,Librarian,Entertainment,High Net Worth,False,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48,25,20.0
Joane,Caldes,Female,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,False,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48,44,40.0
Diane,Furman,Female,67,1993-08-11,Associate Professor,Manufacturing,Affluent Customer,False,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.48,29,30.0
Ogdan,Blenkinship,Male,65,1951-01-18,Occupational Therapist,Health,Mass Customer,False,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.48,72,70.0
Kizzee,Agget,Female,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,False,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.48,46,50.0
Stephi,Highton,Female,30,1987-09-09,Software Engineer I,Telecommunications,Mass Customer,False,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.48,35,40.0
Martino,Scoles,Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,False,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.48,48,50.0
Morgen,Newport,Female,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,False,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.48,62,60.0
Eugenie,Brinson,Female,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,False,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.48,59,60.0
Reinold,Natt,Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,False,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47,58,60.0
Jo,Roberts,Female,41,1945-10-31,Paralegal,Financial Services,High Net Worth,False,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47,77,80.0
Jacklin,Duchant,Female,77,1940-03-18,Legal Assistant,Argiculture,Mass Customer,False,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.47,83,80.0
Colas,Gabbitas,Male,98,1946-09-09,Staff Scientist,Retail,High Net Worth,False,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.47,76,80.0
Claudetta,Ricciardiello,Female,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,False,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.47,48,50.0
Angele,Cadore,Female,5,1954-09-06,Chief Design Engineer,Financial Services,Mass Customer,False,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.47,68,70.0
Cicily,Hast,Female,63,1971-04-26,Food Chemist,Health,Affluent Customer,False,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.47,51,50.0
Harland,Messenger,Male,90,1974-05-28,Software Test Engineer I,Retail,Mass Customer,False,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46,48,50.0
Sim,Constantinou,Male,91,1992-08-09,Analog Circuit Design manager,Property,Mass Customer,False,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46,30,30.0
Shanon,Rolfe,Female,63,1941-08-19,Sales Representative,Retail,High Net Worth,False,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46,81,80.0
Chryste,Oddboy,Female,44,1988-08-22,Software Engineer III,Manufacturing,High Net Worth,False,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.46,34,30.0
Edin,Patinkin,Female,35,1992-03-26,Account Executive,Health,Mass Customer,False,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.46,30,30.0
Nolly,Ivanchikov,Male,13,1994-02-10,Help Desk Operator,Manufacturing,High Net Worth,False,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.46,29,30.0
Michele,Pammenter,Male,23,1983-06-26,Teacher,Health,High Net Worth,False,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.46,39,40.0
Liane,Abelevitz,Female,26,1976-11-25,Operator,Financial Services,Mass Customer,False,No,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.45,46,50.0
Philbert,Bangs,Male,67,1966-03-03,Environmental Specialist,IT,Mass Customer,False,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.45,57,60.0
Candy,,Female,23,1977-12-08,Associate Professor,Financial Services,Mass Customer,False,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.45,45,40.0
Noami,Cokly,Female,74,1962-09-17,Associate Professor,Manufacturing,Mass Customer,False,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45,60,60.0
Lyndell,Jereatt,Female,14,1994-11-28,Payment Adjustment Coordinator,Financial Services,High Net Worth,False,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45,28,30.0
Maximilien,Bourget,Male,12,1969-04-29,Geologist I,Financial Services,Mass Customer,False,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.45,53,50.0
Benedikta,Naptin,Female,59,1995-08-13,Operator,Retail,Mass Customer,False,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.45,27,30.0
Rhodie,Gaskall,Female,83,1964-02-01,VP Quality Control,Financial Services,Mass Customer,False,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.45,59,60.0
Afton,Andrassy,Female,78,1998-10-14,Web Designer II,Retail,Mass Customer,False,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.45,24,20.0
Blondell,Dibdall,Female,62,1967-01-03,Programmer III,Financial Services,Mass Customer,False,No,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.44,56,60.0
Sonia,Dunstall,Female,0,1975-07-30,Accountant III,Financial Services,Mass Customer,False,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.44,47,50.0
Benedikt,Adamou,Male,15,1987-01-15,Recruiting Manager,Health,Mass Customer,False,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.44,36,40.0
Don,Spratling,Male,82,1969-01-05,Associate Professor,Property,Affluent Customer,False,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44,54,50.0
Moll,Ogilby,Female,25,1980-12-19,Research Assistant III,Manufacturing,Mass Customer,False,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44,42,40.0
Jammie,Seldner,Female,42,1975-02-25,Human Resources Manager,Health,Mass Customer,False,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44,48,50.0
Inglis,Pickaver,Male,33,1994-06-25,Product Engineer,Telecommunications,Affluent Customer,False,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44,28,30.0
Clarabelle,Broschek,Female,6,1963-08-25,Geological Engineer,Manufacturing,Mass Customer,False,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.44,59,60.0
Tillie,Bisseker,Female,74,1960-08-10,Civil Engineer,Manufacturing,High Net Worth,False,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.44,62,60.0
Irving,Babcock,Male,60,1986-01-17,Dental Hygienist,Health,High Net Worth,False,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.44,37,40.0
Evered,Gludor,Male,3,1951-04-30,Electrical Engineer,Manufacturing,High Net Worth,False,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.44,71,70.0
Mavra,Finan,Female,30,1967-08-23,Nurse,Property,Affluent Customer,False,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.44,55,60.0
Frieda,Tavinor,Female,43,1999-03-04,Associate Professor,Financial Services,Affluent Customer,False,No,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43,24,20.0
Ellwood,Budden,Male,82,1998-06-03,Associate Professor,Health,Mass Customer,False,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43,24,20.0
Alex,Patshull,Female,37,1966-01-02,Senior Quality Engineer,Retail,Mass Customer,False,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.42,57,60.0
Aundrea,Outridge,Female,77,2001-01-24,Structural Engineer,Financial Services,Affluent Customer,False,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.42,22,20.0
Amby,Bodega,Male,63,1968-06-12,Recruiter,Financial Services,Affluent Customer,False,Yes,17,669 Declaration Street,3810,VIC,Australia,6,974,0.42,54,50.0
